,l_measure,l_precision,l_recall,t_measure10,t_measure15,t_measure5,t_precision10,t_precision15,t_precision5,t_recall10,t_recall15,t_recall5,track_id
0,0.536114161939903,0.41930101478107995,0.7431478621173284,0.5161886646751093,0.4972867734515999,0.5296640234146249,0.63839109025962,0.6341512668201821,0.6090146609362683,0.4332540806055613,0.4090124400051771,0.4686075203858064,SALAMI_1004
1,0.509247481647771,0.41859079448567377,0.6500278658798833,0.5240805174827544,0.5016186634759812,0.44426359849673147,0.6047807797447734,0.56014174481926,0.6357732752017204,0.46238160443410764,0.45416765510363993,0.3414199729586841,SALAMI_1006
2,0.5196585363932608,0.47650049904747876,0.5714130827459173,0.4171678241292505,0.4178937551634046,0.34153940513611397,0.5505262755502011,0.4879212746146236,0.6400644659686782,0.3358195313330129,0.3654443845769081,0.23291037318595556,SALAMI_1007
3,0.3876151423556623,0.30901268937227977,0.5198466850169595,0.3658087799266705,0.3754125388388581,0.2654717420196412,0.6058993510524276,0.6552652095827206,0.5493229413546494,0.26199284005201995,0.26306285134480983,0.17502909782108914,SALAMI_1008
4,0.5970651552300265,0.4794920184692254,0.7910280201117866,0.4865055678676484,0.46869205710264833,0.49113320379038233,0.6273332264027208,0.6499549816747592,0.5891427206282938,0.3973140438907084,0.36648481113781833,0.4210821650510691,SALAMI_1011
5,0.4191341647444868,0.3533312955684609,0.5150559174418751,0.3828213625378328,0.3798872444052216,0.3911319302160768,0.7335109485642346,0.7352572687685804,0.6453596825182322,0.25899605451845864,0.25610477522463315,0.2805961583460636,SALAMI_1012
6,0.5631792789987541,0.4780440243149507,0.6852086533881593,0.40841717142525386,0.42290358034932374,0.3770924838291735,0.6646459295714737,0.6295760299237818,0.6176521923041081,0.29477714413853806,0.318386177893721,0.2713921807971485,SALAMI_1014
7,0.431163539808019,0.3941998943148003,0.47577652711722307,0.3720198069330412,0.4018318772223696,0.29567667116020463,0.6467298560649536,0.7073064966918541,0.5900526714406763,0.2611090694403061,0.2806315133663974,0.19726272482917903,SALAMI_1015
8,0.6992865012561105,0.624641624637078,0.7941927980582592,0.5390191757833602,0.5452060282797793,0.4714754856660965,0.613309220088624,0.7011691129929919,0.5092444289341624,0.4807821174793045,0.4460007782584757,0.43892211169880807,SALAMI_1018
9,0.5572537287284661,0.41889117335129933,0.8321028705277341,0.41163089227767474,0.4495157334618726,0.2948407889361082,0.5569404453497897,0.6278510835359438,0.501625381273067,0.32645623777862376,0.35007899978755636,0.20877687874894993,SALAMI_1019
10,0.43374865197479306,0.31383484166180947,0.7019632608526589,0.46738096254975997,0.48124065260294097,0.46345248524715466,0.5777922723123514,0.575983781142921,0.5816974970308455,0.39239712698524204,0.4132632919961034,0.38515899129713765,SALAMI_1020
11,0.35839714055120936,0.2941857623028772,0.4584655653441036,0.4124059298979,0.42667047707482314,0.36452637914725355,0.5855691963953155,0.5095167389363903,0.6882073840660881,0.31828374396723036,0.3669975163653864,0.24792234849900266,SALAMI_1022
