l_measure,l_precision,l_recall,track_id
0.7042220473510931,0.8077298655079286,0.62422921021765,SALAMI_900
0.5959106943523067,0.7245353043281233,0.5060696465529404,SALAMI_310
0.920409203421182,0.9042760244846947,0.9371285030789055,SALAMI_676
0.6235328474868159,0.6391457136998822,0.6086645659156783,SALAMI_578
0.5777835899625936,0.48670883921752595,0.7107890563105641,SALAMI_522
0.5303073968243174,0.6339912124190124,0.4557701110917529,SALAMI_802
0.7006080754536834,0.7072993019228591,0.6940422638461379,SALAMI_311
0.9696826106156079,0.9593472998421715,0.9802430368776027,SALAMI_227
0.720240790161162,0.6842566228768889,0.7602197601984193,SALAMI_584
0.7378854624538767,0.6099188744945314,0.9338066927770204,SALAMI_775
0.7110970319176543,0.7117313473876756,0.710463846081293,SALAMI_40
0.6281197560017107,0.5677282764625665,0.7028887883737804,SALAMI_326
0.670656711839761,0.6754993816418163,0.6658829822149651,SALAMI_910
0.801258210727429,0.7725155065900702,0.8322224078755658,SALAMI_622
0.5537612574702491,0.598868802611741,0.5149728594085855,SALAMI_22
0.915576923411658,0.9002926287696956,0.9313891445232226,SALAMI_420
0.5636507337374081,0.5425014270636455,0.586515937039524,SALAMI_1100
0.17494155777721224,0.0984642575345864,0.7834413088515697,SALAMI_427
0.3949080764547681,0.37865983706369477,0.41261325202009774,SALAMI_490
0.6377196300276482,0.6783061143870381,0.6017159240012873,SALAMI_880
0.5288485365214215,0.6011688215668062,0.4720599759766897,SALAMI_408
0.8913745365245966,0.8726309891452458,0.9109409571567388,SALAMI_526
0.5564179738433235,0.44155310385855934,0.752056725398085,SALAMI_1279
0.8757334225938146,0.9636145120545032,0.8025420491408177,SALAMI_972
0.6715517118338802,0.7682113086465242,0.5964978311969296,SALAMI_336
0.8816263036958044,0.8841896615277943,0.8790777657814945,SALAMI_1339
0.8778529725855183,0.8610887065318227,0.8952829557565818,SALAMI_478
0.6325212122790798,0.7123404310858498,0.5687874067896547,SALAMI_1475
0.6399438251763787,0.6152138307506825,0.6667452484428752,SALAMI_488
0.6878251021696343,0.751320835556741,0.6342253584126658,SALAMI_1246
0.81545298332131,0.8179347067841086,0.8129862740662205,SALAMI_330
0.7775516420326987,0.8078954546726179,0.749404688932606,SALAMI_332
0.7811728915189063,0.7405006294961874,0.8265726923923775,SALAMI_1408
