,l_measure,l_precision,l_recall,t_measure10,t_measure15,t_measure5,t_precision10,t_precision15,t_precision5,t_recall10,t_recall15,t_recall5,track_id
103,0.046480014791512404,0.025464257746481807,0.26606246826604874,0.3637641628404316,0.4096194678248333,0.2939291899014041,0.4272097930302805,0.4384999880872133,0.45751216889048485,0.31672657707315954,0.38430813556120424,0.21651462200456664,SALAMI_1390
104,0.47005929200091173,0.3837789699381307,0.6063855153033942,0.4184775133010686,0.4974878444460571,0.322209185441896,0.5683843117459888,0.5580795481314992,0.5449116964871097,0.3311415803483671,0.448764655887905,0.22872890071602794,SALAMI_1394
105,0.3436313918680168,0.3056268756086853,0.3924297988890716,0.36901848195302006,0.4192814857911939,0.31098960606744486,0.41921369360869043,0.43543072577950004,0.37259302939905964,0.32955830001195896,0.4042872924035777,0.2668666653252542,SALAMI_1399
106,0.6326234286957652,0.5352446486621818,0.7733151384652457,0.5275508873842764,0.5566244818555912,0.40121139871212547,0.5326631208526386,0.6295997048988043,0.42787127912447626,0.5225358503784336,0.4988088751505408,0.3776789132371211,SALAMI_14
107,0.5617109870942133,0.5035010883546441,0.6351396567876832,0.4959779032033609,0.5665608476494289,0.31101342734471976,0.6018975217904442,0.6071055206812309,0.5768702286070385,0.42175846524668553,0.5310925894082452,0.21289739212473172,SALAMI_140
108,0.5924893997965905,0.5026105420439285,0.7215133456458689,0.352470948608934,0.356417422736018,0.29077500514873167,0.5453772251425114,0.5565215025804472,0.5379280643221515,0.26037372832967237,0.2621560310070447,0.1992355069963712,SALAMI_1400
109,0.5428545846832837,0.4047022195062739,0.8242152517521054,0.3834471632807176,0.420568063043062,0.20968793231407343,0.5554792407326901,0.6043518696727712,0.5837147836006237,0.29277474287515115,0.32249662446086436,0.12779850178361576,SALAMI_1408
110,0.49336051270254133,0.37896408118677627,0.7066847122943669,0.28720523895997424,0.28070438996234215,0.23132778416875865,0.5068218543248882,0.6308818609049078,0.3719190923713627,0.20037745501511428,0.18051029347035652,0.16787019235506495,SALAMI_1414
111,0.6320731639037022,0.5301692493533154,0.7824722843781033,0.362302658354096,0.42443214573244314,0.30935008583481943,0.49048144177200637,0.49281933664371,0.49746903456894337,0.2872380072159906,0.3727119308847286,0.2244673073215735,SALAMI_1415
112,0.44578791922761485,0.38675876083594507,0.526081202156349,0.5111707777998737,0.5068296258441352,0.5010596740594261,0.549496572650252,0.5180503749560766,0.5814518520290228,0.47784263745236427,0.496084645029037,0.4401974819649268,SALAMI_1422
113,0.45461165880597965,0.428976911394126,0.48350488169374906,0.4122356262303392,0.44022482108489563,0.29200464306558616,0.5528507724961393,0.5875620228379699,0.5354062845170836,0.32864597703482884,0.3519657903082741,0.2007441318872631,SALAMI_1427
114,0.5771769788482918,0.4866608178881995,0.7090577032407784,0.4554085763809666,0.45854924408775677,0.3839005520364607,0.5789372120539755,0.6234850436305316,0.5409888377311336,0.3753249676245276,0.3626218128710197,0.29751141597554276,SALAMI_1428
115,0.6416670354683944,0.5660291701727602,0.7406376418203328,0.34600171916640954,0.4065723991725361,0.2898020155575458,0.43399493433526365,0.48108351532475596,0.4746426486648127,0.287675100540438,0.35204674045891887,0.2085760170948102,SALAMI_1435
116,0.5477588565083504,0.4931834290305724,0.6159157839762679,0.2503055159339427,0.32018450356952555,0.17039780527862633,0.5372905395610978,0.5337378844423952,0.5618120731742421,0.163157555212579,0.22868539684368,0.1004289748649635,SALAMI_1436
117,0.443617530862292,0.350221563969322,0.6049413579932703,0.381766498041812,0.4122190144710446,0.3016725476790769,0.5094655450736129,0.5665037276914895,0.43339802359096835,0.30525374357829693,0.3239835644807332,0.23135524544772976,SALAMI_1438
118,0.5465158020300807,0.4461583523063721,0.7051242143153407,0.4570223816142455,0.5079167749187496,0.2691151618582513,0.49706745168579464,0.5725744202776587,0.3758832370922634,0.42294852826945806,0.45638028691774035,0.2095837628666922,SALAMI_1442
119,0.485522674818505,0.36508966043845764,0.7245227601229363,0.4015975531115143,0.4225186899142665,0.3615586832557626,0.5546561923892804,0.5874181953279751,0.46412353551833846,0.3147433962306434,0.32990738630380734,0.29612022760363205,SALAMI_1446
120,0.4961516450798497,0.41947517561004144,0.607129766598189,0.4744203348579007,0.5099789592515682,0.38918613033619137,0.4471954539305387,0.44216476348512807,0.5310659981060588,0.5051749590061213,0.6023624520567394,0.3071324622627688,SALAMI_1454
121,0.49613962342126144,0.3891172364619237,0.6843672598253908,0.39112869272120615,0.40250859534914013,0.32432619597320955,0.5710977100483988,0.6119511375361519,0.5618522435031225,0.2974072643689367,0.29987519854669603,0.22795640421870111,SALAMI_1455
122,0.501500119251349,0.41974576174253114,0.622804446895253,0.36038983833865723,0.36598413787847417,0.23329070352648512,0.4789019398105858,0.47610773237886467,0.5100175077574309,0.28889744924289235,0.29723399276450396,0.15123381431871535,SALAMI_1456
123,0.7403599642682176,0.6086586305471061,0.9447941879958216,0.402515568797907,0.4686535813793802,0.28013959305880676,0.4116896066266512,0.49841944109230435,0.3879179024199925,0.39374148459401026,0.44224262913206985,0.21922936012295924,SALAMI_1458
124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0006714833050133174,0.0,SALAMI_146
125,0.5293711745562947,0.4251869577065915,0.7011831693596143,0.4409873754196035,0.4964023593378982,0.26837938887067186,0.5658672969169923,0.6072196052831581,0.5247871151066589,0.3612614389907105,0.4197907728316568,0.18029054697476202,SALAMI_1460
126,0.5313100952159711,0.45428401172972316,0.6397895536643026,0.3424679184791698,0.3491510548074669,0.30701635984357595,0.4679017471737428,0.5139534857951598,0.40712431527862347,0.27006864904881794,0.26437692438526944,0.24642325123515157,SALAMI_1464
127,0.4079760190575712,0.35048399002391456,0.4880306698862791,0.439152068932383,0.5037238563359248,0.26559950278312805,0.6344097456029212,0.6676655200697272,0.6355668227887705,0.33580003848887047,0.40442056906462504,0.16787717585504533,SALAMI_1475
128,0.7322160338400816,0.627992834885099,0.8779172966431913,0.39449071696498583,0.40498229113510187,0.2962543026366907,0.5266388093594531,0.5876455617197218,0.49678708146222417,0.31535860979124397,0.30894887346507904,0.21105853821053425,SALAMI_1482
