l_measure,l_precision,l_recall,track_id
0.36353601175844763,0.29199192022563325,0.4815179118521993,SALAMI_900
0.32071132509985106,0.24838661134790804,0.4524567799743796,SALAMI_310
0.6040099553623179,0.49920809261672755,0.764507847242814,SALAMI_676
0.500492762057046,0.39955055208115503,0.6696804181110976,SALAMI_578
0.37669233121289386,0.32594686384548865,0.44615211101687463,SALAMI_522
0.3772238358484688,0.2772596089519859,0.5899134653263142,SALAMI_802
0.410172422763341,0.3184212493247539,0.5762014010197578,SALAMI_311
0.6450377718305341,0.6054233288089158,0.6901993320337052,SALAMI_227
0.3986201997954312,0.34741112276435837,0.46753590382755883,SALAMI_584
0.44961846533227606,0.43896454331527934,0.4608024048118339,SALAMI_775
0.48490416170311895,0.45416580836828585,0.5201053638896517,SALAMI_40
0.36866591127650183,0.3112895433059945,0.4519727777108041,SALAMI_326
0.4535679560865314,0.37378580577972237,0.576650190518755,SALAMI_910
0.41669623923694343,0.3753101907325038,0.4683409351059214,SALAMI_622
0.482862906480855,0.41444173739562884,0.5783429085241817,SALAMI_22
0.4866941724150376,0.38469816032404586,0.662288397660671,SALAMI_420
0.37246525397789754,0.3456317048674661,0.40381601465219197,SALAMI_1100
0.3322804340457012,0.26349298506978214,0.4496716693498487,SALAMI_427
0.3862200903570207,0.3295193352613337,0.46648944277088916,SALAMI_490
0.5447621620634447,0.4700902512303085,0.6476365799521276,SALAMI_880
0.36710460108844434,0.264159570850318,0.6015226263862649,SALAMI_408
0.36725929441702565,0.33137582284619405,0.41185787165077686,SALAMI_526
0.4702716919323076,0.40988834037965965,0.551519690693384,SALAMI_1279
0.3673299655737626,0.3103267107922241,0.44998714997445094,SALAMI_972
0.4302254704821244,0.34945591925950986,0.5595551362529154,SALAMI_336
0.367082590701237,0.2932478209850965,0.4906096935535041,SALAMI_1339
0.3227110841423638,0.2803453203248886,0.38016098350643324,SALAMI_478
0.30014678075513823,0.23069205026341874,0.4294382735362305,SALAMI_1475
0.3414726847348253,0.26868088215773545,0.4683629243842137,SALAMI_488
0.3123576642942391,0.23506040008816168,0.4653997090580494,SALAMI_1246
0.4597234689576668,0.35496925180613914,0.6521898096126986,SALAMI_330
0.4144365884124546,0.31921575716493417,0.5906146705113782,SALAMI_332
0.40476373385803655,0.28993804052493205,0.6701777787365024,SALAMI_1408
0.3486546750175964,0.24845232952657514,0.584310796200007,SALAMI_1283
0.34270200866283734,0.24237968929783385,0.5847215559510751,SALAMI_59
0.5566706464316727,0.4871541521806996,0.6493294166780675,SALAMI_1090
0.4100934891624409,0.36591106093878073,0.4664109079666093,SALAMI_1063
0.41724875877066353,0.3756356565124421,0.46923032422095584,SALAMI_447
0.35283829732915917,0.3050757956358053,0.418332153147713,SALAMI_960
0.34519459093993143,0.29578515186316007,0.41442167066213287,SALAMI_571
0.436888485874506,0.3659377119310348,0.5419696681507679,SALAMI_1119
0.45460243453581844,0.4147187074972279,0.5029736921700992,SALAMI_739
0.5092124674185319,0.41897279039375435,0.6489950653013977,SALAMI_1202
0.21212611060218264,0.13875014624636808,0.4502164006885883,SALAMI_678
