l_measure,l_precision,l_recall,track_id
0.3164003783433313,0.34534973281666653,0.29192907446045074,SALAMI_815
0.1605856628780313,0.35716286815668663,0.10357790358666823,SALAMI_642
0.29350267603968144,0.3044438059133965,0.2833206713449465,SALAMI_268
0.07488204205150926,0.3126344414029536,0.042535002028387454,SALAMI_1482
0.3475267902586305,0.3951350551015701,0.31015717512197916,SALAMI_635
0.6229202218535371,0.6638615061199267,0.586735413526928,SALAMI_799
0.2567308997253191,0.35804170869140156,0.20010855819467718,SALAMI_79
0.20977724856001256,0.3706662673384014,0.1462827136276009,SALAMI_1026
0.709972510232569,0.6694402737399724,0.7557292377406797,SALAMI_814
0.19598822642258187,0.2203307489050098,0.17648937482784316,SALAMI_1204
0.2849681930364776,0.30905488980347945,0.26436451360824775,SALAMI_1618
0.14683830062544115,0.23867409154742616,0.10603767047537102,SALAMI_836
0.7874589577549429,0.7318059676287709,0.8522733519214363,SALAMI_1036
0.10230206871662974,0.48991998587427393,0.057114146166672486,SALAMI_827
0.32710408073973146,0.29890291523178286,0.3611811280018103,SALAMI_567
0.2355365173031409,0.423836234582037,0.16308290714970042,SALAMI_946
0.36995228643851463,0.37342159933289937,0.36654684418451244,SALAMI_660
0.19856195826538517,0.25639871986110746,0.16201554221798994,SALAMI_1274
0.2662572696298647,0.431659235554193,0.1924968649521411,SALAMI_1068
0.3686796754895505,0.4436768390215069,0.3153707959670061,SALAMI_1611
0.0925398771731666,0.22846578100321444,0.05802052075360405,SALAMI_1416
0.1288031966801767,0.20289796777264552,0.09434870732028286,SALAMI_1192
0.4972532356748974,0.46395237387895455,0.5357041892050531,SALAMI_1316
0.2519257112723353,0.28122932425770325,0.22815260169584778,SALAMI_542
0.5584233424973181,0.6379067333023101,0.496552709943551,SALAMI_532
0.02624401096538803,0.20376733101269842,0.014025185392346467,SALAMI_630
0.19022576462274263,0.23772282479641912,0.1585478730556195,SALAMI_1054
0.3937746416062785,0.48816393176932654,0.32997255879891585,SALAMI_704
0.4888288120782398,0.5617334201386655,0.43267416743090137,SALAMI_694
0.3651933502085367,0.41599158130712666,0.32545131705671304,SALAMI_227
0.5618805245596634,0.5386464917534587,0.5872092691683044,SALAMI_1214
0.2706050170601196,0.38178226583165137,0.20957541846370123,SALAMI_590
0.4682703001884207,0.500267847688176,0.4401198675124182,SALAMI_1300
0.4895250206812305,0.4857019165264008,0.4934087879115199,SALAMI_7
0.3218525495498466,0.31141458045227527,0.3330145031350594,SALAMI_276
0.3648760104109944,0.38559509979351636,0.34626996889279366,SALAMI_1648
0.4141367876455295,0.3073807922062109,0.6345062819733424,SALAMI_1095
0.4589366301904649,0.5037940296879654,0.42141425684122646,SALAMI_331
0.061850572545545435,0.23777993989687027,0.03554869364745473,SALAMI_819
0.23115432283255186,0.28249167958631144,0.19560663031745354,SALAMI_688
0.3421859679308269,0.3631654654288847,0.3234979976308217,SALAMI_1142
0.2109711257039011,0.2893474971910728,0.16600490857834413,SALAMI_995
0.08237343383913766,0.2227705949379534,0.05052865668385202,SALAMI_326
0.4372546246022761,0.4464069362312249,0.4284700579309671,SALAMI_1295
0.08266993748495709,0.2596154486551612,0.04916241919349986,SALAMI_1387
0.3681157806537295,0.6634499433206767,0.2547251172448159,SALAMI_1060
0.10016739139255794,0.40930463665771816,0.05706651960371575,SALAMI_536
0.5405592806850461,0.600932913428339,0.49120920593228906,SALAMI_810
0.3565802711430751,0.3978075644604707,0.32309582413579446,SALAMI_176
0.20826171520481512,0.2436296740778043,0.1818608038412367,SALAMI_691
0.4021033508480392,0.31771303742094054,0.5475397971028341,SALAMI_1279
0.3138650657787426,0.5792547319643814,0.21524777166444545,SALAMI_452
0.3363579445482358,0.43299136862770365,0.2749872905577251,SALAMI_1314
0.3752039442984458,0.47818501639929156,0.308718811726381,SALAMI_1218
0.11072230714311608,0.3747676582114253,0.06495662918101464,SALAMI_728
0.12137568555695129,0.24062782547979,0.08115585775666134,SALAMI_515
0.1654196039110347,0.23889390935063182,0.12651010567153353,SALAMI_510
0.4425568247680685,0.5211910074226657,0.3845397645152834,SALAMI_1107
0.515042188270392,0.563295011257908,0.474403928840729,SALAMI_563
0.26237110846723455,0.46709487626622725,0.18241857609631698,SALAMI_1347
0.10523887349955754,0.1575472169405307,0.0790071590367695,SALAMI_280
0.7689193798008274,0.7780901923224661,0.7599622290807758,SALAMI_4
0.49648811948038785,0.5563525229578192,0.44825516152146994,SALAMI_1400
0.3540597614982522,0.48487688281298785,0.27883232958878873,SALAMI_294
0.22633276754699666,0.42074559725869753,0.15480323650895458,SALAMI_54
0.3885217194658486,0.3391491534940098,0.45471862788362133,SALAMI_1630
0.10667855907859679,0.35020451756107335,0.06292301780629862,SALAMI_1310
0.37150782649804587,0.4280267647896607,0.32817398247224716,SALAMI_1123
0.2608826812556383,0.5267005640420718,0.17338026126209086,SALAMI_318
0.5009306887015263,0.4939832086847688,0.5080763779080502,SALAMI_1220
0.24858175952958614,0.3492965747641993,0.19294790994683808,SALAMI_162
0.2802944632069539,0.5034417105470839,0.19421148984167455,SALAMI_1047
0.22246366856019628,0.3389160150113012,0.16557254832347662,SALAMI_846
