,l_measure,l_precision,l_recall,t_measure10,t_measure15,t_measure5,t_precision10,t_precision15,t_precision5,t_recall10,t_recall15,t_recall5,track_id
0,0.4793235425976587,0.3865830269775142,0.6306042823518803,0.5279534771890113,0.5048367801667539,0.44831442804578875,0.6109112972808974,0.5617437125205965,0.6544347183792337,0.464832250892956,0.45839908106031896,0.34093407567563255,SALAMI_1006
1,0.49102827250041803,0.41724303765613746,0.5965161551602612,0.19812175930776246,0.26722176770990647,0.1269054020647743,0.44381341608779046,0.464642615595682,0.45705713430736,0.12752494254173166,0.1875388507922249,0.07368186749478002,SALAMI_1007
2,0.3916354404267376,0.31550436422151157,0.5161924777088872,0.46603939449087495,0.4568894818448177,0.42087720295596504,0.6754964473694693,0.7374740587165963,0.5883877536248256,0.35573389474651496,0.33096732229601633,0.32760887356475116,SALAMI_1008
3,0.6063101365032737,0.48655640956163654,0.804258248578507,0.3467297446671124,0.38260513623559,0.24249530099929556,0.4673774766863569,0.5145680502145298,0.43406257033873547,0.2755896698907564,0.30451191026930974,0.16824346757655365,SALAMI_1019
4,0.39236753204228814,0.33100601434247134,0.4816564571344744,0.3946922640360018,0.4004940591475284,0.4067334938994867,0.5657892419756088,0.5075818293573992,0.559594380631296,0.3030490065457596,0.3307199629394155,0.319466762373849,SALAMI_1022
5,0.5560483528547682,0.5256345576789085,0.5901978514059218,0.29267048232818343,0.32362337937816754,0.21939535969620952,0.5195645251574497,0.5757879919665302,0.4093676284965815,0.20371016785107154,0.22505932675428109,0.14985379499521648,SALAMI_1023
6,0.46300990845768775,0.35519526455108713,0.6648011735759563,0.4236751232412138,0.4744161636556414,0.2792589430747088,0.4580211797300575,0.4658846317275629,0.48898333322981086,0.39412082180656055,0.4832659924841748,0.19543646684964305,SALAMI_1026
7,0.3763782570785001,0.2874367835164487,0.5450252483296748,0.35607422292408675,0.295939986330856,0.3844581072947968,0.45240127321706775,0.4926036495397139,0.3908481017521698,0.293566825164411,0.21150156784598623,0.37827369246110487,SALAMI_1032
8,0.17878107133841797,0.1077444457067806,0.5247565067822152,0.41003569220280445,0.4125810688669064,0.4008694165559131,0.5969183535991437,0.6222899904871018,0.5036611043118218,0.3122703666159373,0.3085882273211853,0.3329234124539044,SALAMI_1035
9,0.48990843267271755,0.41741401542887296,0.5928762736314152,0.10156271686205591,0.15418517275326474,0.09560343287868632,0.18966809165726756,0.2844738747243532,0.2757198107952585,0.06934862043077478,0.10575123210880331,0.05782726575347143,SALAMI_1036
