l_measure,l_precision,l_recall,track_id
0.4225327046989626,0.3865787962444184,0.46586021142433154,SALAMI_900
0.2940725921600665,0.23607964909751405,0.3898356924672164,SALAMI_310
0.5711709754327481,0.46295785444342813,0.7454038478090979,SALAMI_676
0.5699816478412544,0.4395311293813764,0.8105480206455066,SALAMI_578
0.43754192506584705,0.4025590454465467,0.4791835708415669,SALAMI_522
0.5413195732448877,0.4324197166645019,0.7235328811858491,SALAMI_802
0.43256017740918357,0.3573508024146643,0.5478661106354228,SALAMI_311
0.42422701764362253,0.41346604061221587,0.43556309857683173,SALAMI_227
0.4300231155531709,0.3985464755247873,0.4668980682276295,SALAMI_584
0.5618428676747701,0.5406135501848071,0.5848076399310483,SALAMI_775
0.3690883487864957,0.34332710913502934,0.399029140034357,SALAMI_40
0.3958253622613623,0.35639103194909266,0.4450721773650658,SALAMI_326
0.43742688019290205,0.3587229545955836,0.5603728555293944,SALAMI_910
0.5578586907804596,0.5226283740160205,0.5981820734726608,SALAMI_622
0.5263702054384833,0.4616662352521641,0.6121673833491068,SALAMI_22
0.4929316422131963,0.38681406969406495,0.6792849092328911,SALAMI_420
0.4849821908818999,0.4122515193229078,0.58887295537928,SALAMI_1100
0.3935570508516751,0.3246911499365603,0.499499138163488,SALAMI_427
0.5462546980842773,0.4930788785108976,0.6122863854669429,SALAMI_490
0.4088354086194434,0.33360878476569705,0.527865713938347,SALAMI_880
0.3973713955560361,0.31605341831645845,0.535030361544481,SALAMI_408
0.46412222549001036,0.4148256220527227,0.5267154756321656,SALAMI_526
0.4728661043657071,0.41102329753496314,0.5566146754560263,SALAMI_1279
0.5261544724737155,0.458580896512393,0.6170840723670973,SALAMI_972
0.4400237609973674,0.36516668837678806,0.5534850066607604,SALAMI_336
0.5512719629406433,0.44839040029173943,0.7154232517435394,SALAMI_1339
0.3760716887157026,0.3246884186227333,0.4467757836057908,SALAMI_478
0.42797631378875745,0.34875150245311426,0.5537758870164069,SALAMI_1475
0.5647140189381757,0.45785531953538633,0.7366376277052888,SALAMI_488
0.5258147160983895,0.4265138448448726,0.685386199017947,SALAMI_1246
0.41294246162755127,0.3506812175389161,0.5020843857820754,SALAMI_330
0.28505851286462064,0.2367040655841424,0.3582407521295871,SALAMI_332
0.4200634946044622,0.3150717497746292,0.6299987487921649,SALAMI_1408
0.4943099234263701,0.38336501297607317,0.6956209488637924,SALAMI_1283
0.3256391037258068,0.24820131903641426,0.47330980459992217,SALAMI_59
0.6239384052581676,0.5487932756057412,0.7229273546688858,SALAMI_1090
0.5068255695591823,0.4880268295519348,0.5271305818196661,SALAMI_1063
0.497400948135434,0.4534722002862366,0.5507535306283804,SALAMI_447
0.520534139489749,0.4773615474088117,0.572292268738851,SALAMI_960
0.41860007397543825,0.3818348209458716,0.4631995955467958,SALAMI_571
0.5838005415276691,0.5181930325191829,0.6684291858341204,SALAMI_1119
0.5846073452231872,0.5209842632510384,0.6659315208837683,SALAMI_739
0.47193149618638314,0.40965636039625264,0.5565347963272294,SALAMI_1202
0.3166000594727507,0.21236365390927361,0.621807606187367,SALAMI_678
0.4316921433217045,0.30660038481415275,0.7292048866047063,SALAMI_576
0.7745914999250527,0.6996812027915654,0.8674653499890871,SALAMI_899
0.5839352996623585,0.4715440625809385,0.7666686823478027,SALAMI_688
0.6161948510776795,0.5115594589294569,0.7746415863426434,SALAMI_131
0.512678996695013,0.40334107590050866,0.7033410850438078,SALAMI_658
0.6573787956247351,0.5685754223199861,0.7790562770668349,SALAMI_852
0.6142117007937286,0.5366490221811078,0.7179828223184275,SALAMI_823
0.5982065980895496,0.562499307207196,0.63875454935644,SALAMI_443
0.628116694306859,0.5618144787135826,0.712162098594983,SALAMI_536
0.41150354508478865,0.3818830260096687,0.4461054353419546,SALAMI_218
0.35524873661656853,0.3151700319596713,0.4070057633981532,SALAMI_728
0.4297433009179706,0.3726637602733017,0.5074707305099408,SALAMI_498
0.5252024858333889,0.4716217918415609,0.5925181488673178,SALAMI_1094
0.5724678251724805,0.5022975943311468,0.6654269914635923,SALAMI_392
0.5879445058293359,0.5019210928760384,0.7095537271839125,SALAMI_370
0.48292921131092,0.39670734146757075,0.6170387378642167,SALAMI_291
0.47096709886916116,0.4091008401081471,0.5548785926308817,SALAMI_807
0.38315255689220207,0.35923428868563867,0.4104830304159092,SALAMI_702
0.5758725709403064,0.5019871451290597,0.6752615436936596,SALAMI_659
0.4815334675032867,0.4298884214108652,0.5472816596647849,SALAMI_236
0.667723776013079,0.5521754537316013,0.844429153458406,SALAMI_1071
0.39697186285495495,0.36070042664256247,0.4413536537133069,SALAMI_407
0.37891143427172086,0.2862843117238575,0.560146512640937,SALAMI_1211
0.1589240906081273,0.08897901726287451,0.7429311267758567,SALAMI_1162
0.3588873554009354,0.33668671679778733,0.3842224307156668,SALAMI_942
0.594470405003437,0.5122159142497688,0.7081965621876946,SALAMI_462
0.374404866308007,0.34468143292847153,0.40973846036377837,SALAMI_959
0.6012347044631227,0.5709379764020741,0.6349269993035157,SALAMI_16
0.48218379590372545,0.45725301063751567,0.5099899552197243,SALAMI_827
0.5676969694991567,0.4841650177340401,0.6860617274322545,SALAMI_592
0.5671210163228105,0.4937180358541586,0.6661618961369403,SALAMI_1330
0.3777395156223767,0.31799580370831676,0.46512529686855086,SALAMI_455
0.42248448764171576,0.39215542246848767,0.4578980480471765,SALAMI_674
0.3669514453946371,0.31555170132541027,0.43835432491532506,SALAMI_638
0.42500022137574417,0.3787548160754114,0.4841092476268758,SALAMI_36
0.4946086508543475,0.4077689510391948,0.6284439637849984,SALAMI_1064
0.7520153843653395,0.750102049995789,0.753938504630703,SALAMI_504
0.5952657160201812,0.494672265357516,0.7472145907193177,SALAMI_620
0.4045261198311771,0.37144562672295767,0.4440748859118059,SALAMI_1379
0.43172659189129303,0.331213590026527,0.619823796504451,SALAMI_1438
0.6295858554971816,0.5306335355318681,0.7739029551815617,SALAMI_763
0.39200806548710515,0.32300832428600845,0.49849444771424,SALAMI_686
0.28339830477652744,0.2151317917806763,0.4151286512280807,SALAMI_284
0.6109192192911985,0.5176575950993698,0.7451695952296489,SALAMI_1043
0.41374098620649097,0.38932601138095674,0.44142300935897216,SALAMI_616
0.51754104698995,0.41459024654777255,0.6885119100020868,SALAMI_690
0.5568438382123713,0.5203663186668221,0.5988210074072293,SALAMI_378
0.4856691903570964,0.39190288560962194,0.6384159790195019,SALAMI_487
0.3775818367664297,0.29144353172832776,0.5360008890066715,SALAMI_911
0.5055613272681767,0.481113302995713,0.5326270495294083,SALAMI_1371
0.45437846349690547,0.3655004472753954,0.6003689975816704,SALAMI_980
0.4259139081071985,0.3783493683134304,0.48715734276393613,SALAMI_216
0.5740191421316342,0.4983630195294775,0.6767571454828375,SALAMI_480
0.4896743329309417,0.39256518508847726,0.6506182677189677,SALAMI_394
0.6341080039538973,0.5590336729082231,0.732474189064272,SALAMI_140
0.3456908246868732,0.31211817520896534,0.3873563903228005,SALAMI_516
0.436322893131193,0.4362262715750141,0.43641955749906847,SALAMI_527
0.5710647913934845,0.48712388468858925,0.6899579465969509,SALAMI_543
0.5903077854804915,0.538060343926341,0.6537932782911032,SALAMI_740
0.3843778765184657,0.3037516426331648,0.523272593827571,SALAMI_646
0.3998817842412632,0.34079663195894644,0.48375155108193496,SALAMI_1022
0.5363643807486005,0.4796961545348983,0.6082149987015502,SALAMI_751
0.41978278600892155,0.3229446970127404,0.5995694943550114,SALAMI_675
0.5872298140390287,0.50174913011351,0.7078173978090513,SALAMI_1296
0.3894644845429831,0.28149749796255213,0.6317809880863422,SALAMI_538
0.4291806970204423,0.37620424547551534,0.4995226379879448,SALAMI_358
0.4726901991352834,0.38865858233468925,0.6030822069783542,SALAMI_843
0.40877205031051755,0.33176336185989375,0.5323379855234647,SALAMI_23
0.4694081597561534,0.4450597157436544,0.4965749106012236,SALAMI_614
0.7662444367126655,0.6411402711519063,0.952007351035683,SALAMI_1458
0.43901371160574687,0.3771692232805714,0.5251172593208798,SALAMI_1315
