,l_measure,l_precision,l_recall,t_measure10,t_measure15,t_measure5,t_precision10,t_precision15,t_precision5,t_recall10,t_recall15,t_recall5,track_id
181,0.33817822971295913,0.27441462601369,0.4405440401525192,0.4620003954095209,0.49106733861545127,0.2962113384815233,0.46695257676212387,0.5735354832613216,0.28126657137524197,0.45715215070823306,0.42933381979178553,0.3128333701623225,SALAMI_326
182,0.5967177992794052,0.5028841616826308,0.7336011386914726,0.4427991841657447,0.42116948632439066,0.4154102486668883,0.5673994630401676,0.7210986795956049,0.2983945793855425,0.36306952750464666,0.2974500192847252,0.6834100301528481,SALAMI_327
183,0.46039705733114017,0.35390900256990615,0.6585483759127072,0.3588137112189553,0.420994357526788,0.2648964185299669,0.4396767924819141,0.5326999356922177,0.30217631455962396,0.3030739230643538,0.34801636913188716,0.23580485787098657,SALAMI_330
184,0.4926336211832277,0.38954301603441505,0.6699262401122117,0.5765862325670577,0.6420322122842715,0.37154227156424274,0.6014234204195976,0.714442831054605,0.47300027230941627,0.5537191060349139,0.5829488470498261,0.30592229909037394,SALAMI_331
185,0.4119539281779134,0.31602731838666015,0.5914960294845393,0.4494783880875045,0.5371279584693901,0.3081212103622333,0.4161282611979932,0.5186150260098287,0.23552124893852938,0.48863987599195896,0.5570115257360134,0.4454242499302671,SALAMI_332
186,0.45638921967326695,0.3897333730080164,0.5505493124243169,0.33432514669444624,0.35586896781709837,0.1606290905637678,0.38646185760712226,0.5147159452786251,0.13036613058230515,0.2945835360848358,0.2719440544918037,0.2091901072669604,SALAMI_334
187,0.3456411497995841,0.2756888893452072,0.4631621759040827,0.45046105738184544,0.4241918071938896,0.34809351584122467,0.41531564568320967,0.5406395488501314,0.28185275326095555,0.4921046104553092,0.34901735367685066,0.45503552711701567,SALAMI_335
188,0.4287377163592064,0.346847259232037,0.5612481003214117,0.42442125994069724,0.3895200274561122,0.36574624890309676,0.4408020182682775,0.5405934552037779,0.2703509597524988,0.4092143395489402,0.3044413180735628,0.5651708748659114,SALAMI_336
189,0.29559015247091996,0.25458113747050515,0.3523478456401325,0.0014310959097818606,0.11111735882104096,0.0,0.3951987175978857,0.5586165869535937,0.20213015727251749,0.0007168458781362033,0.06169468644183168,0.0,SALAMI_338
190,0.3245206065078052,0.2618372510959372,0.42666292436873016,0.43095322356551363,0.3898174470694417,0.12996442783230205,0.49847900866595013,0.6019737672022986,0.4417300113974211,0.3795394279875981,0.28823388397506955,0.0761904761904762,SALAMI_340
