,0,1,2,3,4,5,6,7,8,track
0,1.0,0.9941144460756672,0.9898352153508011,0.9987588671078806,0.9975963861454854,0.9989301616605306,0.9995739748325633,0.9985473302960951,0.998202697203561,SALAMI_399
1,1.0,0.9958447434561923,1.0,0.6364705391656273,0.9636611824076277,0.7387238624060196,0.8559502881781369,0.4609446175976984,0.5565695881166803,SALAMI_900
2,1.0,1.0,1.0,0.9920506862715144,0.9932414466849303,0.651344472097678,0.6364795828239933,0.9022838229681154,0.6082775476401684,SALAMI_310
3,1.0,0.9838395679387076,0.9939218814659245,0.9887284607557412,0.9934220049843571,0.9768557163293107,0.9519846664358751,0.9343352559087353,0.9888716424192997,SALAMI_676
4,1.0,0.999931524482302,0.964091583561165,0.9995418909722645,0.9645941104582056,1.0,0.9998239861274992,0.9994097100327608,0.9749342237978943,SALAMI_578
5,1.0,0.9970073859065877,1.0,1.0,0.9128184528867397,0.7720739416079335,0.9309527202995633,0.9699203102057109,0.9966992030933183,SALAMI_1434
6,1.0,1.0,0.9119899150777229,0.9402240210905273,1.0,1.0,1.0,0.9840980660400197,1.0,SALAMI_522
7,1.0,1.0,1.0,0.9999805427242253,0.9990991238979908,0.966475681540927,0.676449972867516,0.8297368119091498,0.914433761755559,SALAMI_1270
8,1.0,0.8651446316909358,0.9898526253225087,0.9994832683387517,0.9993578119377876,0.9998654628883862,0.9887506951371295,1.0,0.9928605126870619,SALAMI_802
9,1.0,0.6925389706386881,0.9905821522552052,1.0,0.9807326657371023,1.0,0.9946673156176762,0.9965102731594728,0.9852891228004574,SALAMI_311
10,1.0,0.9284522970719133,0.9681859597362027,0.910236166649578,0.8096342489992956,0.9556450458531744,0.9724870497651825,0.9820765975914072,0.9765506454700376,SALAMI_227
11,1.0,1.0,1.0,0.9923705228980945,0.9815798857109126,0.9936391405547801,0.9933054844070253,0.9359435449295902,0.9886981153814065,SALAMI_1276
12,1.0,0.996003403264447,0.8881869017981724,0.9080600090719202,0.8590432252945843,0.7500694692548926,0.9739550415530757,0.9801986519219013,0.963087023341688,SALAMI_584
13,1.0,1.0,1.0,0.9994585682163206,0.9535030930019642,0.9918651354543198,0.9872228002291246,0.9923750394674331,0.9673472371038149,SALAMI_775
14,1.0,0.9987926849621165,1.0,0.9906702751685638,0.9970802428906889,0.6549833619633902,0.6938456669697831,0.9293322165823426,0.9911211031925953,SALAMI_931
15,1.0,0.9946314087638173,0.853123466518323,1.0,0.8733277665465413,0.8495819207871672,0.9178900892280056,0.7779129831943976,0.8449812351638442,SALAMI_774
16,1.0,1.0,1.0,1.0,0.9983924525220633,1.0,0.9892697177589632,1.0,0.9964095347971519,SALAMI_40
17,1.0,0.9958464442217039,0.9346875193175496,0.9945345229683674,0.9987464337297369,1.0,0.9919020705307071,0.9651246627466802,0.984480292629363,SALAMI_326
18,1.0,1.0,0.993932382390818,1.0,0.9952153215595095,0.9982658243527809,0.9954077823887072,0.988166225940012,0.9737916011409299,SALAMI_910
19,1.0,0.9997365512273825,0.9999316450084419,0.9957058994865193,0.979627676838143,0.9997473486160735,0.9998570375274388,0.7740649257537956,0.8953716919562829,SALAMI_622
20,1.0,0.7906446348033407,0.9735316114129156,0.9237119735907017,0.8422157514746618,0.9291297210364561,0.8984065308115271,0.9720316526312993,0.9821078684129112,SALAMI_22
21,1.0,1.0,0.6930460621496825,0.8712382972212239,0.9322712352894084,0.9847284780905242,0.9684495905111551,0.9347112841213764,0.9861226755481544,SALAMI_420
22,1.0,1.0,1.0,1.0,0.974808769387192,0.9871996771821686,1.0,0.9952625915037516,0.970336767438942,SALAMI_898
23,1.0,1.0,1.0,0.9969945197226769,0.999006824443269,0.9917755576110175,0.9953222854532103,0.9881636771562825,0.9999184893429492,SALAMI_1034
24,1.0,0.9987017344038973,0.9847145827460222,0.9533610692796689,0.9902221915377198,0.9845136166884112,0.9775341659161699,0.9996475730976676,0.7686628451291821,SALAMI_1100
25,1.0,0.9958710672467791,1.0,0.9813723169934284,0.6324047722864254,0.6247994616162357,0.968891621388684,0.8813266269336206,0.7857986029286179,SALAMI_427
26,1.0,1.0,0.9981617939509203,0.9956080011368934,0.9962043756753612,0.9981296903718281,0.978602296465833,0.7577561887647576,0.963724017544264,SALAMI_490
27,1.0,0.9706711917264785,0.9975996703853591,0.6912555623946803,0.8780026734948843,0.9383739780912017,0.9594256875614164,0.9287685198381669,0.9849126906848426,SALAMI_880
28,1.0,0.9977604084832568,1.0,1.0,0.9440021451933318,0.7931877165906548,0.7185796421652064,0.9462960565729304,0.6767702659404037,SALAMI_1186
29,1.0,0.9770267658710986,0.9592854175321978,0.7361616256423493,0.6878606302707501,0.7222143080999459,0.8912207625760974,0.852744821271888,0.860165593376265,SALAMI_1648
30,1.0,1.0,0.9869294782957091,0.9783227690019205,0.9972551804666193,0.9949183963269899,0.9536783746200215,0.9937399061873721,0.9942096377811235,SALAMI_408
31,1.0,0.9996565857288119,0.9879774981706256,0.5875921270565528,0.7147307876657613,0.9817275524550613,0.971569198426114,0.8446159194737328,0.7178137975463296,SALAMI_526
32,1.0,1.0,1.0,0.9998790379549867,0.9979421783368143,0.9976188582296082,0.9996905307425645,0.9981277320331253,0.9237232906872603,SALAMI_1620
33,1.0,1.0,1.0,1.0,0.9966989576115776,0.9989783439884832,1.0,0.9989949455873056,0.999692314286414,SALAMI_1279
34,1.0,1.0,0.9997791488126637,1.0,0.9947346816926637,0.935689321108402,0.9965255283608105,0.8533576856747589,0.9897096195174034,SALAMI_972
35,1.0,1.0,0.9801946226849498,0.9925792221470925,0.9905792918863221,0.9885843121087095,0.9993615593859666,0.9968911018496017,0.9910042305576104,SALAMI_336
36,1.0,0.9750293562585349,0.5828100867094406,0.9400608888321575,0.8563480608966898,0.8762316073603477,0.9202652702741985,0.9591845298340492,0.9621607938087874,SALAMI_1626
